GameNumber,PlayerName,Country,Score,SecondaryScore
1,Dmitrijs Lukaševičs,Sweden,210,1
1,Dan Mayoh,United States of America,150,1
2,Joseph Lau,Australia,785,1
2,Diarmuid Early,United States of America,825,1
2,John Lim,Australia,605,1
2,Christian Hueber,Austria,470,1
2,Samir Asadov,Ireland,520,1
2,Joseph Michael Palisoc,United States of America,655,1
2,Dan Mayoh,Australia,620,1
2,Willem Gerritsen,Netherlands,655,1
2,Jason Webber,South Africa,475,1
2,Sameer Jagetia,United States of America,615,1
2,Smith Jain,India,410,1
2,Jānis Reinis Beikmanis,Latvia,380,1
2,Stevenson Yu,Philippines,345,1
2,Marcel Diender,Netherlands,490,1
2,Aleksandrs Goba,Latvia,360,1
2,Jason Sindler,United States of America,575,1
2,James Humpish,United Kingdom,395,1
2,Artsiom Petrykeyeu,Belarus,450,1
2,Matthias Prosser,Australia,140,1
2,Armando Godina Carrasco,United Kingdom,380,1
2,Kathleen Whyte,New Zealand,205,1
2,#457316,United States of America,215,1
2,Tiago Carvalho da Silva,Brazil,290,1
2,Bohdan Yakymchuk,Ukraine,210,1
2,Edward Mallett,United Kingdom,185,1
2,Danielle Stein Fairhurst,Australia,60,1
2,Abhishek Jasuja,India,210,1
2,Himanshu Vikram Singh,India,255,1
2,Ahmad Din,Pakistan,250,1
2,Bob Muchiri,Kenya,290,1
2,#703984,Portugal,185,1
2,Gaspard Bidot,Australia,360,1
2,#351571,United States of America,155,1
2,Martins Prusis,Latvia,325,1
2,Nick Sanford,United States of America,155,1
2,Amr Mohamed Ismail Ahmed Badawy,Egypt,165,1
2,Mayank Jain,India,235,1
2,#341721,Germany,75,1
2,Dmitrijs Lukasevics,Sweden,385,1
2,Mohamed Amine Chafik,Morocco,180,1
2,Xiaoxi Huang,Canada,270,1
2,#975031,India,495,1
2,#802999,Indonesia,120,1
2,#498441,Malta,95,1
2,#609129,Australia,260,1
2,#193953,United States of America,125,1
2,#578873,United States of America,105,1
2,#862898,Japan,360,1
2,#634291,Australia,120,1
2,Durva Raval,India,325,1
2,#285382,Australia,260,1
2,#383077,Canada,250,1
2,#287753,Australia,235,1
2,#951668,Korea (South),235,1
2,Lionel Adabayeri,Ghana,220,1
2,#330723,Portugal,190,1
2,#602226,India,190,1
2,#498369,United Kingdom,155,1
2,#326788,Nigeria,140,1
2,#204010,United States of America,110,1
2,#797896,Latvia,90,1
2,#153612,India,85,1
2,#444240,Mongolia,75,1
2,#507430,United Arab Emirates,55,1
2,#946410,India,50,1
2,#884141,Latvia,50,1
2,#693283,United States of America,15,1
3,Joseph Lau,Australia,1285,1
3,Diarmuid Early,United States of America,1260,1
3,Andrew Ngai,United Kingdom,1160,1
3,John Lim,Australia,890,1
3,Christian Hueber,Austria,1105,1
3,Anup Agarwal,India,1000,1
3,Samir Asadov,Ireland,1025,1
3,Joseph Michael Palisoc,United States of America,885,1
3,Dan Mayoh,Australia,875,1
3,Willem Gerritsen,Netherlands,845,1
3,Jason Webber,South Africa,1015,1
3,Sameer Jagetia,United States of America,815,1
3,Smith Jain,India,1010,1
3,Jānis Reinis Beikmanis,Latvia,810,1
3,Stevenson Yu,Philippines,875,1
3,Marcel Diender,Netherlands,760,1
3,Aleksandrs Goba,Latvia,780,1
3,Jason Sindler,United States of America,650,1
3,James Humpish,United Kingdom,860,1
3,Cheong Ng,New Zealand,735,1
3,Artsiom Petrykeyeu,Belarus,765,1
3,Matthias Prosser,Australia,810,1
3,Armando Godina Carrasco,United Kingdom,760,1
3,Kathleen Whyte,New Zealand,470,1
3,#457316,United States of America,580,1
3,Tiago Carvalho da Silva,Brazil,555,1
3,Bohdan Yakymchuk,Ukraine,445,1
3,Edward Mallett,United Kingdom,765,1
3,Danielle Stein Fairhurst,Australia,740,1
3,Abhishek Jasuja,India,1040,1
3,Himanshu Vikram Singh,India,595,1
3,Ahmad Din,Pakistan,655,1
3,#984587,United Kingdom,430,1
3,Bob Muchiri,Kenya,550,1
3,#305881,Canada,490,1
3,#703984,Portugal,445,1
3,#920889,Serbia,475,1
3,Gaspard Bidot,Australia,605,1
3,#351571,United States of America,330,1
3,Nick Sanford,United States of America,605,1
3,Amr Mohamed Ismail Ahmed Badawy,Egypt,410,1
3,Mayank Jain,India,625,1
3,#341721,Germany,250,1
3,Preshansa Goel,India,550,1
3,Dmitrijs Lukasevics,Sweden,865,1
3,Mohamed Amine Chafik,Morocco,345,1
3,Xiaoxi Huang,Canada,675,1
3,Malatesh Shettikeri,India,625,1
3,#983700,India,525,1
3,#975031,India,365,1
3,#802999,Indonesia,430,1
3,#439385,Latvia,325,1
3,#498441,Malta,600,1
3,#193953,United States of America,350,1
3,#131405,New Zealand,310,1
3,#578873,United States of America,505,1
3,#753906,Philippines,505,1
3,Edward Pereira,Brazil,300,1
3,#376326,India,215,1
3,#403417,Australia,45,1
4,Joseph Lau,Australia,795,1
4,Diarmuid Early,United States of America,1035,1
4,Andrew Ngai,United Kingdom,880,1
4,John Lim,Australia,735,1
4,Christian Hueber,Austria,805,1
4,Anup Agarwal,India,955,1
4,Samir Asadov,Ireland,555,1
4,Joseph Michael Palisoc,United States of America,805,1
4,Dan Mayoh,Australia,720,1
4,Willem Gerritsen,Netherlands,825,1
4,Jason Webber,South Africa,690,1
4,Sameer Jagetia,United States of America,585,1
4,Smith Jain,India,540,1
4,Jānis Reinis Beikmanis,Latvia,985,1
4,Stevenson Yu,Philippines,795,1
4,Marcel Diender,Netherlands,560,1
4,Aleksandrs Goba,Latvia,555,1
4,Jason Sindler,United States of America,550,1
4,James Humpish,United Kingdom,315,1
4,Cheong Ng,New Zealand,820,1
4,Artsiom Petrykeyeu,Belarus,580,1
4,Matthias Prosser,Australia,560,1
4,Armando Godina Carrasco,United Kingdom,290,1
4,Kathleen Whyte,New Zealand,685,1
4,#457316,United States of America,395,1
4,Tiago Carvalho da Silva,Brazil,605,1
4,Bohdan Yakymchuk,Ukraine,545,1
4,Edward Mallett,United Kingdom,270,1
4,Danielle Stein Fairhurst,Australia,430,1
4,Abhishek Jasuja,India,990,1
4,Himanshu Vikram Singh,India,310,1
4,Ahmad Din,Pakistan,320,1
4,#984587,United Kingdom,455,1
4,Bob Muchiri,Kenya,210,1
4,#305881,Canada,310,1
4,#938062,Australia,490,1
4,Lianna Gerrish,United States of America,625,1
4,#703984,Portugal,275,1
4,#920889,Serbia,205,1
4,#540034,United Kingdom,395,1
4,#311008,Germany,245,1
4,#119471,Australia,340,1
4,Gaspard Bidot,Australia,545,1
4,#351571,United States of America,190,1
4,Nick Sanford,United States of America,640,1
4,Amr Mohamed Ismail Ahmed Badawy,Egypt,175,1
4,Mayank Jain,India,455,1
4,#341721,Germany,160,1
4,Preshansa Goel,India,420,1
4,Tauqeer Uddin Ahmed,Pakistan,315,1
4,#713888,United Kingdom,430,1
4,#407308,Germany,245,1
4,Mohamed Amine Chafik,Morocco,145,1
4,Malatesh Shettikeri,India,320,1
4,#983700,India,400,1
4,#802999,Indonesia,285,1
4,#439385,Latvia,380,1
4,#609129,Australia,405,1
4,#193953,United States of America,175,1
4,#131405,New Zealand,335,1
4,#232269,Australia,540,1
4,Edward Pereira,Brazil,170,1
4,#162164,United States of America,455,1
4,#376326,India,220,1
4,#990143,United Arab Emirates,360,1
4,#634291,Australia,235,1
4,#446711,Italy,270,1
4,#787558,Australia,235,1
4,#794415,Australia,185,1
4,#965200,Australia,45,1
4,#133398,Spain,45,1
4,#153699,United Kingdom,40,1
4,#407487,Estonia,15,1
5,Joseph Lau,Australia,2670,1
5,Diarmuid Early,United States of America,1650,1
5,Andrew Ngai,United Kingdom,2670,1
5,John Lim,Australia,2290,1
5,Christian Hueber,Austria,2105,1
5,Anup Agarwal,India,2525,1
5,Samir Asadov,Ireland,2050,1
5,Joseph Michael Palisoc,United States of America,1750,1
5,Dan Mayoh,Australia,1850,1
5,Willem Gerritsen,Netherlands,1475,1
5,Jason Webber,South Africa,1475,1
5,Sameer Jagetia,United States of America,1600,1
5,Smith Jain,India,1575,1
5,Jānis Reinis Beikmanis,Latvia,1300,1
5,Stevenson Yu,Philippines,1440,1
5,Marcel Diender,Netherlands,1425,1
5,Aleksandrs Goba,Latvia,1425,1
5,Jason Sindler,United States of America,1200,1
5,James Humpish,United Kingdom,1400,1
5,Cheong Ng,New Zealand,1360,1
5,Artsiom Petrykeyeu,Belarus,1100,1
5,Matthias Prosser,Australia,1375,1
5,Armando Godina Carrasco,United Kingdom,1340,1
5,Kathleen Whyte,New Zealand,1300,1
5,#457316,United States of America,1415,1
5,Tiago Carvalho da Silva,Brazil,1120,1
5,Bohdan Yakymchuk,Ukraine,1255,1
5,Edward Mallett,United Kingdom,1195,1
5,Danielle Stein Fairhurst,Australia,1020,1
5,Himanshu Vikram Singh,India,1060,1
5,Ahmad Din,Pakistan,910,1
5,#984587,United Kingdom,"1,155",1
5,Bob Muchiri,Kenya,950,1
5,#305881,Canada,"1,110",1
5,#938062,Australia,"1,340",1
5,Lianna Gerrish,United States of America,"1,200",1
5,#703984,Portugal,670,1
5,#920889,Serbia,885,1
5,#540034,United Kingdom,"1,165",1
5,#311008,Germany,"1,290",1
5,#119471,Australia,"1,185",1
5,#351571,United States of America,810,1
5,Martins Prusis,Latvia,"1,140",1
5,#951985,Costa Rica,"1,440",1
5,Amr Mohamed Ismail Ahmed Badawy,Egypt,635,1
5,#341721,Germany,820,1
5,Preshansa Goel,India,300,1
5,#219769,Germany,"1,200",1
5,#964036,Brazil,"1,175",1
5,Tauqeer Uddin Ahmed,Pakistan,810,1
5,#453956,Australia,"1,085",1
5,#713888,United Kingdom,650,1
5,Changcheng Li,Australia,"1,010",1
5,#407308,Germany,760,1
5,#619169,Luxembourg,950,1
5,Mohamed Amine Chafik,Morocco,280,1
5,#652121,New Zealand,785,1
5,#722485,Luxembourg,660,1
5,#735670,Greece,650,1
5,#650227,Spain,50,1
6,Michael Jarman,Canada,700,1
6,Andrew Ngai,United Kingdom,640,1
6,John Lim,Australia,625,1
6,Gabriela Stroj,Poland,550,1
6,Jeff Heng Siang Tan,Malaysia,550,0.9
6,Jason Webber,South Africa,500,1
6,Anup Agarwal,India,450,1
6,Stephanie Annerose,United States of America,240,1
7,Diarmuid Early,United States of America,925,1
7,Joseph Lau,Australia,875,1
8,#645348,Pakistan,0,1
8,#600266,Canada,0,1
8,#567063,Canada,0,1
8,#389553,Greece,0,1
8,#270698,United Kingdom,25,1
8,#412595,Japan,50,1
8,#150648,United States of America,75,1
8,#866085,Vietnam,80,1
8,#971873,Mauritius,125,1
8,#656492,Philippines,125,1
8,Edward Pereira,Brazil,130,1
8,#677920,Kenya,200,1
8,#795346,South Africa,260,1
8,#384042,United Kingdom,260,1
8,Mārtiņš Barkāns,Latvia,340,1
8,#268324,South Africa,370,1
8,#607035,United States of America,375,1
8,#272790,India,385,1
8,Chi Chong Foo,Australia,100,1
8,#544233,United Kingdom,0,1
8,#960125,Australia,315,1
8,Lizzie Bensa,United Kingdom,550,1
8,Alexander Liddle,United Kingdom,550,1
8,#262689,Spain,155,1
8,#244195,United States of America,375,1
8,#428994,United Kingdom,455,1
8,#428605,Germany,445,1
8,Abhishek Jasuja,India,595,1
8,Sagar Gupta,United Kingdom,540,1
8,#299646,Australia,25,1
8,#540003,Vietnam,230,1
8,David Rosel,United Kingdom,470,1
8,James Kaliyati,Australia,175,1
8,Nishita Merchant,Australia,585,1
8,#353880,Luxembourg,435,1
8,Philip Young,United Kingdom,590,1
8,Amr Mohamed Ismail Ahmed Badawy,Egypt,285,1
8,#163153,Australia,310,1
8,Tiago Carvalho da Silva,Brazil,735,1
8,Maria Manci,Australia,200,1
8,#695642,New Zealand,405,1
8,#593852,United States of America,50,1
8,#452301,Italy,265,1
8,#726472,United Kingdom,430,1
8,#745157,Australia,110,1
8,#857448,Canada,520,1
8,#541210,Latvia,495,1
8,#654151,United Kingdom,310,1
8,William Kin,"Hong Kong, SAR China",390,1
8,Bartłomiej Kempczyński,Poland,885,1
8,Jorge Martins,Portugal,570,1
8,#743287,Poland,555,1
8,Chase Williams,United States of America,505,1
8,Ahmad Din,Pakistan,485,1
8,James Evans,United Arab Emirates,525,1
8,#939137,United States of America,355,1
8,#850793,Qatar,250,1
8,Malcolm Hewson,Australia,525,1
8,Malatesh Shettikeri,India,355,1
8,#241394,Australia,175,1
8,Victor Ogundele,Nigeria,310,1
8,Jun Tao,United Kingdom,705,1
8,#533443,Poland,365,1
8,#970692,Kazakhstan,515,1
8,Hayden Waller,Canada,525,1
8,Xiaoxi Huang,Canada,305,1
8,Gaspard Bidot,Australia,410,1
8,#586671,India,405,1
8,Danielle Stein Fairhurst,Australia,225,1
8,#689583,United States of America,275,1
8,#861728,Serbia,265,1
8,Stephen Xiao,Canada,645,1
8,Sam Kirkman,United States of America,345,1
8,Stephane Ntonga,Cameroon,180,1
8,Nachiket Pendharkar,India,325,1
8,#793530,New Zealand,345,1
8,Bob Mani,Kenya,440,1
8,Romina Badecke,Germany,720,1
8,Karlheinz Weyh,Germany,310,1
8,#231007,India,285,1
8,Norman Sheppard,United States of America,285,1
8,Niel Du Plessis,South Africa,275,1
8,Martins Prusis,Latvia,435,1
8,Armando Godina Carrasco,United Kingdom,480,1
8,Maricar Torralba,Australia,155,1
8,Jessica D'Souza,Australia,495,1
8,Julius Böttcher,United Kingdom,850,1
8,Marcel Diender,The Netherlands,520,1
8,Branden Lewis,Canada,545,1
8,Julie Bowden,United Kingdom,605,1
8,Kathleen Whyte,New Zealand,470,1
8,Catherine Xu,Australia,445,1
8,Irina Levshina,Canada,300,1
8,Melissa Stanton,Australia,620,1
8,Naomi Druks,United Kingdom,665,1
8,Emilie Williams,Canada,380,1
8,Barbara Mauric,France,510,1
8,Alana Reid,Canada,725,1
8,Gabriel Kahn,United States of America,750,1
8,Dawid Czerwinski,Poland,490,1
8,Karlis Vikis,Latvia,605,1
8,Harry Gross,United Kingdom,465,1
8,Aman Gupta,India,470,1
8,Bohdan Yakymchuk,Ukraine,300,1
8,Dhara Shah,India,655,1
8,Stephanie Annerose,United States of America,635,1
8,Timothy Loy,Australia,440,1
8,James Humpish,United Kingdom,720,1
8,Peter Li,Australia,740,1
8,Edward Mallett,United Kingdom,700,1
8,Lianna Gerrish,United States of America,795,1
8,Jason Sindler,United States of America,795,1
8,Stevenson Yu,Philippines,590,1
8,Gabriela Stroj,Poland,605,1
8,Justin Sterling,United States of America,580,1
8,Jelle Hettinga,Costa Rica,675,1
8,Cheong Ng,New Zealand,605,1
8,Vadim Kalimeev,Russian Federation,700,1
8,Jason Webber,South Africa,800,1
8,David Drury,United Kingdom,630,1
8,Peter Rebecchi,United Kingdom,580,1
8,Jonathan Chui,United Kingdom,495,1
8,JP Delavin,Philippines,725,1
8,John Lim,Australia,725,1
8,Smith Jain,India,605,1
8,Samir Asadov,Ireland,745,1
8,Tim Roberts,United Kingdom,560,1
8,Sameer Jagetia,United States of America,705,1
8,Joseph Michael Palisoc,United States of America,725,1
8,Jānis Reinis Beikmanis,Latvia,645,1
8,Michael Jarman,Canada,825,1
8,Willem Gerritsen,The Netherlands,"1,275",1
8,Jeff Heng Siang Tan,Malaysia,495,1
8,Andrew Ngai,Australia,"1,200",1
8,Anup Agarwal,India,"1,105",1
8,Diarmuid Early,United States of America,"1,170",1
9,#863223,Canada,0,1
9,#539714,Canada,0,1
9,#389553,Greece,0,1
9,#972672,New Zealand,40,1
9,#700085,Germany,40,1
9,#412595,Japan,0,1
9,#388259,South Africa,80,1
9,#798843,Mongolia,170,1
9,#230441,United Kingdom,255,1
9,#274190,Luxembourg,0,1
9,Chi Chong Foo,Australia,20,1
9,#770319,India,410,1
9,#544233,United Kingdom,0,1
9,#262689,Spain,240,1
9,#845054,Canada,565,1
9,#244195,United States of America,360,1
9,#428994,United Kingdom,235,1
9,#164741,United Kingdom,250,1
9,#428605,Germany,330,1
9,Sagar Gupta,United Kingdom,315,1
9,#299646,Australia,255,1
9,#540003,Vietnam,170,1
9,David Rosel,United Kingdom,435,1
9,James Kaliyati,Australia,390,1
9,Nishita Merchant,Australia,360,1
9,Philip Young,United Kingdom,425,1
9,Amr Mohamed Ismail Ahmed Badawy,Egypt,155,1
9,#163153,Australia,330,1
9,Tiago Carvalho da Silva,Brazil,440,1
9,#695642,New Zealand,275,1
9,#593852,United States of America,130,1
9,#452301,Italy,325,1
9,#726472,United Kingdom,225,1
9,#745157,Australia,340,1
9,#541210,Latvia,160,1
9,#654151,United Kingdom,150,1
9,William Kin,"Hong Kong, SAR China",90,1
9,Konstantin Obraztsov,Russian Federation,495,1
9,Jorge Martins,Portugal,45,1
9,#743287,Poland,435,1
9,Ayman Ramzy Raslan,Egypt,135,1
9,Chase Williams,United States of America,335,1
9,Ahmad Din,Pakistan,330,1
9,James Evans,United Arab Emirates,425,1
9,#850793,Qatar,225,1
9,Malcolm Hewson,Australia,330,1
9,Malatesh Shettikeri,India,230,1
9,#241394,Australia,175,1
9,Victor Ogundele,Nigeria,185,1
9,Jun Tao,United Kingdom,635,1
9,#533443,Poland,370,1
9,#970692,Kazakhstan,295,1
9,Hayden Waller,Canada,685,1
9,Xiaoxi Huang,Canada,310,1
9,Gaspard Bidot,Australia,330,1
9,#586671,India,345,1
9,Danielle Stein Fairhurst,Australia,270,1
9,#689583,United States of America,205,1
9,#861728,Serbia,285,1
9,Stephen Xiao,Canada,530,1
9,Sam Kirkman,United States of America,295,1
9,Stephane Ntonga,Cameroon,400,1
9,Nachiket Pendharkar,India,545,1
9,#793530,New Zealand,310,1
9,Bob Mani,Kenya,300,1
9,Romina Badecke,Germany,435,1
9,Karlheinz Weyh,Germany,240,1
9,#231007,India,185,1
9,Norman Sheppard,United States of America,220,1
9,Niel Du Plessis,South Africa,260,1
9,Martins Prusis,Latvia,475,1
9,Armando Godina Carrasco,United Kingdom,360,1
9,Maricar Torralba,Australia,295,1
9,Jessica D'Souza,Australia,410,1
9,Julius Böttcher,United Kingdom,600,1
9,Marcel Diender,The Netherlands,595,1
9,Branden Lewis,Canada,380,1
9,Julie Bowden,United Kingdom,425,1
9,Kathleen Whyte,New Zealand,370,1
9,Catherine Xu,Australia,420,1
9,Irina Levshina,Canada,410,1
9,Melissa Stanton,Australia,420,1
9,Naomi Druks,United Kingdom,470,1
9,Emilie Williams,Canada,310,1
9,Barbara Mauric,France,500,1
9,Alana Reid,Canada,425,1
9,Gabriel Kahn,United States of America,300,1
9,Dawid Czerwinski,Poland,470,1
9,Karlis Vikis,Latvia,610,1
9,Harry Gross,United Kingdom,295,1
9,Aman Gupta,India,380,1
9,Bohdan Yakymchuk,Ukraine,415,1
9,Dhara Shah,India,435,1
9,Stephanie Annerose,United States of America,590,1
9,Timothy Loy,Australia,550,1
9,James Humpish,United Kingdom,430,1
9,Peter Li,Australia,525,1
9,Edward Mallett,United Kingdom,500,1
9,Lianna Gerrish,United States of America,465,1
9,Jason Sindler,United States of America,505,1
9,Stevenson Yu,Philippines,470,1
9,Gabriela Stroj,Poland,435,1
9,Justin Sterling,United States of America,590,1
9,Jelle Hettinga,Costa Rica,660,1
9,Yohei Mikawa,New Zealand,535,1
9,Cheong Ng,New Zealand,630,1
9,Vadim Kalimeev,Russian Federation,455,1
9,Jason Webber,South Africa,403,1
9,David Drury,United Kingdom,390,1
9,Peter Rebecchi,United Kingdom,470,1
9,Jonathan Chui,United Kingdom,555,1
9,JP Delavin,Philippines,595,1
9,John Lim,Australia,710,1
9,Smith Jain,India,630,1
9,Samir Asadov,Ireland,690,1
9,Tim Roberts,United Kingdom,715,1
9,Sameer Jagetia,United States of America,650,1
9,Joseph Michael Palisoc,United States of America,560,1
9,Jānis Reinis Beikmanis,Latvia,760,1
9,Christian Hueber,Austria,725,1
9,Michael Jarman,Canada,820,1
9,Willem Gerritsen,The Netherlands,605,1
9,Jeff Heng Siang Tan,Malaysia,485,1
9,Andrew Ngai,Australia,735,1
9,Anup Agarwal,India,790,1
9,Diarmuid Early,United States of America,"1,015",1
10,#656456,Belarus,0,1
10,#389553,Greece,0,1
10,#237385,Russian Federation,0,1
10,#189244,Russian Federation,0,1
10,#138799,Australia,202,1
10,#331769,Belarus,219,1
10,#989396,India,250,1
10,#251410,Belarus,286,1
10,#646523,Russian Federation,385,1
10,#274190,Luxembourg,137,1
10,Chi Chong Foo,Australia,211,1
10,#914542,United States of America,440,1
10,#407638,Australia,440,1
10,#544233,United Kingdom,14,1
10,#585035,Belarus,516,1
10,#450280,Belarus,534,1
10,#960125,Australia,225,1
10,#765313,Belarus,541,1
10,#630172,Belarus,541,1
10,#397504,Belarus,541,1
10,#277819,Belarus,541,1
10,Maryia Yanouskaya,Belarus,368,1
10,#262689,Spain,164,1
10,#815772,Belarus,566,1
10,#303148,Belarus,566,1
10,#224906,Belarus,566,1
10,#159788,Belarus,566,1
10,#903616,Belarus,570,1
10,#762295,Belarus,571,1
10,#207137,Belarus,596,1
10,#183467,Belarus,596,1
10,#499849,Italy,410,1
10,Alexandra Anoshko,Belarus,636,1
10,Elina Drozdovskaya,Belarus,641,1
10,#712449,Belarus,641,1
10,#453560,Belarus,661,1
10,Vladimir Saraikin,Belarus,666,1
10,#380151,Belarus,666,1
10,Dmitry Sereda,Belarus,670,1
10,Nastassia Heliuk,Belarus,716,1
10,#428994,United Kingdom,64,1
10,Artsiom Petrykeyeu,Belarus,760,1
10,#164741,United Kingdom,513,1
10,#893408,Austria,783,1
10,James Kaliyati,Australia,350,1
10,#145324,Greece,400,1
10,#694469,India,545,1
10,#163153,Australia,529,1
10,Tiago Carvalho da Silva,Brazil,0,1
10,Maria Manci,Australia,231,1
10,#695642,New Zealand,80,1
10,#593852,United States of America,317,1
10,#452301,Italy,330,1
10,#726472,United Kingdom,501,1
10,#745157,Australia,490,1
10,#541210,Latvia,650,1
10,#654151,United Kingdom,150,1
10,William Kin,"Hong Kong, SAR China",271,1
10,Konstantin Obraztsov,Russian Federation,773,1
10,Bartłomiej Kempczyński,Poland,695,1
10,Jorge Martins,Portugal,462,1
10,#743287,Poland,750,1
10,Ayman Ramzy Raslan,Egypt,330,1
10,Chase Williams,United States of America,485,1
10,Ahmad Din,Pakistan,380,1
10,James Evans,United Arab Emirates,335,1
10,#939137,United States of America,420,1
10,#850793,Qatar,351,1
10,Malatesh Shettikeri,India,790,1
10,#991819,Malaysia,695,1
10,#799086,Malaysia,558,1
10,Victor Ogundele,Nigeria,219,1
10,Jun Tao,United Kingdom,720,1
10,#533443,Poland,521,1
10,#970692,Kazakhstan,615,1
10,Hayden Waller,Canada,795,1
10,Xiaoxi Huang,Canada,625,1
10,#586671,India,475,1
10,Danielle Stein Fairhurst,Australia,530,1
10,#689583,United States of America,530,1
10,#861728,Serbia,490,1
10,Stephen Xiao,Canada,465,1
10,Sam Kirkman,United States of America,670,1
10,Stephane Ntonga,Cameroon,645,1
10,Nachiket Pendharkar,India,600,1
10,#793530,New Zealand,460,1
10,Bob Mani,Kenya,530,1
10,Romina Badecke,Germany,740,1
10,Karlheinz Weyh,Germany,365,1
10,#231007,India,456,1
10,Norman Sheppard,United States of America,515,1
10,Tetsuki Ando,Switzerland,395,1
10,Niel Du Plessis,South Africa,565,1
10,Martins Prusis,Latvia,695,1
10,Armando Godina Carrasco,United Kingdom,695,1
10,Maricar Torralba,Australia,548,1
10,Jessica D'Souza,Australia,515,1
10,Julius Böttcher,United Kingdom,839,1
10,Maxim Sagaidak,Russian Federation,825,1
10,Marcel Diender,The Netherlands,725,1
10,Branden Lewis,Canada,556,1
10,Julie Bowden,United Kingdom,585,1
10,Kathleen Whyte,New Zealand,700,1
10,Catherine Xu,Australia,436,1
10,Irina Levshina,Canada,740,1
10,Melissa Stanton,Australia,358,1
10,Naomi Druks,United Kingdom,720,1
10,Emilie Williams,Canada,653,1
10,Barbara Mauric,France,660,1
10,Alana Reid,Canada,585,1
10,Gabriel Kahn,United States of America,700,1
10,Dawid Czerwinski,Poland,775,1
10,Karlis Vikis,Latvia,691,1
10,Harry Gross,United Kingdom,610,1
10,Aman Gupta,India,119,1
10,Bohdan Yakymchuk,Ukraine,720,1
10,Dhara Shah,India,736,1
10,Stephanie Annerose,United States of America,770,1
10,Timothy Loy,Australia,659,1
10,James Humpish,United Kingdom,740,1
10,Peter Li,Australia,425,1
10,Edward Mallett,United Kingdom,611,1
10,Lianna Gerrish,United States of America,715,1
10,Jason Sindler,United States of America,825,1
10,Stevenson Yu,Philippines,620,1
10,Gabriela Stroj,Poland,815,1
10,Andrew Yu,Australia,800,1
10,Justin Sterling,United States of America,725,1
10,Jelle Hettinga,Costa Rica,748,1
10,Yohei Mikawa,New Zealand,875,1
10,Cheong Ng,New Zealand,793,1
10,Vadim Kalimeev,Russian Federation,795,1
10,Jason Webber,South Africa,890,1
10,David Drury,United Kingdom,725,1
10,Peter Rebecchi,United Kingdom,770,1
10,Jonathan Chui,United Kingdom,550,1
10,JP Delavin,Philippines,1080,1
10,John Lim,Australia,845,1
10,Smith Jain,India,1063,1
10,Samir Asadov,Ireland,1250,1
10,Tim Roberts,United Kingdom,910,1
10,Sameer Jagetia,United States of America,821,1
10,Joseph Michael Palisoc,United States of America,675,1
10,Jānis Reinis Beikmanis,Latvia,840,1
10,Christian Hueber,Austria,1130,1
10,Michael Jarman,Canada,1300,1
10,Willem Gerritsen,The Netherlands,720,1
10,Jeff Heng Siang Tan,Malaysia,1290,1
10,Andrew Ngai,Australia,820,1
10,Anup Agarwal,India,1460,1
10,Diarmuid Early,United States of America,1160,1
11,#613368,United States of America,0,1
11,#412595,Japan,0,1
11,#870230,Ireland,230,1
11,#544233,United Kingdom,175,1
11,#960125,Australia,0,1
11,Maryia Yanouskaya,Belarus,175,1
11,#499849,Italy,225,1
11,#299646,Australia,185,1
11,#540003,Vietnam,460,1
11,#353880,Luxembourg,515,1
11,#145324,Greece,180,1
11,#694469,India,460,1
11,Amr Mohamed Ismail Ahmed Badawy,Egypt,50,1
11,Bruno Oliveira Silva,Brazil,270,1
11,Maria Manci,Australia,160,1
11,#695642,New Zealand,140,1
11,#593852,United States of America,75,1
11,#452301,Italy,335,1
11,#726472,United Kingdom,335,1
11,#745157,Australia,0,1
11,#857448,Canada,580,1
11,#541210,Latvia,325,1
11,#654151,United Kingdom,270,1
11,William Kin,"Hong Kong, SAR China",125,1
11,Konstantin Obraztsov,Russian Federation,695,1
11,Bartłomiej Kempczyński,Poland,630,1
11,Jorge Martins,Portugal,250,1
11,#743287,Poland,550,1
11,Ayman Ramzy Raslan,Egypt,60,1
11,Ahmad Din,Pakistan,120,1
11,#939137,United States of America,225,1
11,#850793,Qatar,325,1
11,Malcolm Hewson,Australia,290,1
11,Malatesh Shettikeri,India,340,1
11,#991819,Malaysia,690,1
11,#241394,Australia,325,1
11,#799086,Malaysia,590,1
11,Victor Ogundele,Nigeria,185,1
11,#533443,Poland,650,1
11,Hayden Waller,Canada,560,1
11,Xiaoxi Huang,Canada,350,1
11,#586671,India,505,1
11,Tiffany Anderson,Colombia,275,1
11,Danielle Stein Fairhurst,Australia,350,1
11,#689583,United States of America,580,1
11,#861728,Serbia,265,1
11,Stephen Xiao,Canada,625,1
11,Sam Kirkman,United States of America,610,1
11,Stephane Ntonga,Cameroon,395,1
11,Nachiket Pendharkar,India,475,1
11,#793530,New Zealand,210,1
11,Bob Mani,Kenya,340,1
11,Romina Badecke,Germany,510,1
11,Karlheinz Weyh,Germany,285,1
11,#231007,India,415,1
11,Norman Sheppard,United States of America,325,1
11,Tetsuki Ando,Switzerland,370,1
11,Niel Du Plessis,South Africa,490,1
11,Martins Prusis,Latvia,375,1
11,Armando Godina Carrasco,United Kingdom,505,1
11,Maricar Torralba,Australia,475,1
11,Jessica D'Souza,Australia,595,1
11,Julius Böttcher,United Kingdom,660,1
